Student Name,Student Email Id,student mobile number,Date of submission(dd-mm-yyyy format),Assignment Title,Did you made your bed?,Did you waste any food today?,How many hours did you study?,Do you feel to share something with us today?
AYSHA SANA P C,ayshasana@gmail.com,9512345696,01/11/2024 19:02:04,,Yes,No,1,
MUHAMMED MIQDAD,muhammedmiqdad@gmail.com,9512345697,01/11/2024 19:29:32,,No,No,1,No
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,01/11/2024 19:54:49,,Yes,No,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,01/11/2024 20:42:08,,Yes,No,2,I have nothing to share with you 
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,01/11/2024 20:45:58,,Yes,Yes,2,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,01/11/2024 21:20:14,,No,No,4,No
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,01/11/2024 21:23:12,,Yes,No,4,No
AYISHA  HADIYA. T.K,ayisha@gmail.com,9512345703,01/11/2024 21:24:39,,Yes,No,1,No
AYSHA SANA P C,ayshasana@gmail.com,9512345696,02/11/2024 12:41:30,,Yes,No,2,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,02/11/2024 20:43:19,,Yes,No,3,
FATHIMA ZAHRA T P,fathimazahra@gmail.com,9512345704,02/11/2024 21:12:45,,No,No,4,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,02/11/2024 21:14:29,,Yes,Yes,2,No
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,02/11/2024 21:17:01,,Yes,No,3,No
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,02/11/2024 21:28:23,,Yes,No,2,No
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,02/11/2024 21:45:46,,Yes,No,2,No
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,02/11/2024 21:46:15,,No,No,2,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,03/11/2024 11:06:43,,Yes,No,4,No
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,03/11/2024 21:16:17,,Yes,No,4,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,03/11/2024 21:24:47,,Yes,No,5,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,03/11/2024 21:44:50,,Yes,No,4,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,03/11/2024 21:44:53,,Yes,No,5,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,03/11/2024 21:47:24,,Yes,No,5,No
FATHIMA ZAHRA T P,fathimazahra@gmail.com,9512345704,03/11/2024 22:00:10,,No,No,8,
AYISHA  HADIYA. T.K,ayisha@gmail.com,9512345703,03/11/2024 22:32:10,,Yes,No,4,No
AYSHA SANA P C,ayshasana@gmail.com,9512345696,03/11/2024 22:34:22,,Yes,No,8,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,03/11/2024 22:35:38,,Yes,No,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,04/11/2024 20:32:37,,Yes,No,4,No
FATHIMA ZAHRA T P,fathimazahra@gmail.com,9512345704,04/11/2024 21:09:09,,No,No,4,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,04/11/2024 21:44:10,,Yes,No,3,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,04/11/2024 22:02:32,,Yes,No,4,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,04/11/2024 22:03:21,,Yes,No,4,
AYISHA  HADIYA. T.K,ayisha@gmail.com,9512345703,04/11/2024 22:05:15,,Yes,No,2,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,04/11/2024 22:12:35,,No,No,3,No
AYSHA SANA P C,ayshasana@gmail.com,9512345696,04/11/2024 22:13:30,,Yes,Yes,6,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,04/11/2024 22:22:35,,Yes,No,3,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,05/11/2024 20:50:54,,No,No,1,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,05/11/2024 21:14:14,,Yes,No,3,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,05/11/2024 21:29:13,,Yes,No,5,No
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,05/11/2024 21:39:41,,Yes,No,4,"I don't have any friends. my sister is my best friend. I came to this school on 2nd  standard onwards I had a best friend  there was a girl who talk to my best friend she thought that girl was her friend too  but when she was absent for so many days because of health issue that girl got two best friends so again we were alone but it was only till 6th another girl came to our class  when she come our best friend start to talk with her after some days they became bestie even she also start to ignore us. even now we are alone all my classmates including them will talk  to us if they need anything from us. my Friend from 2nd to 5th and her best friend and some other friends will call us if they need anything like assignment,projects and any home work  if not they will not call. we didn't do anything to them which hurt them a lot but they do so many things which hurt us even then also we didn't do or say anything. but when we were in 8th one evening last period before 5 or 10 minutes before bell we were talking something when my friends friend who came from 6 saw the ring on my hand she AK can you give me that ring I gave her at that time another girl call so I go there and came back as fun she hide my ring and say it got missing OK first I and she starts to search for it but then I understand that ring was with her bell rings so I ask her to give it back but she didn't l say if you lie  "
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,05/11/2024 21:49:03,,Yes,No,5,The same that my sister said I also want to say
FATHIMA ZAHRA T P,fathimazahra@gmail.com,9512345704,05/11/2024 21:57:00,,Yes,No,5,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,05/11/2024 22:28:16,,Yes,No,6,
FATHIMA SALWA,fathimasalwa@gmail.com,9512345706,06/11/2024 06:31:13,,No,Yes,5,No
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,06/11/2024 16:02:04,,Yes,No,5,No
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,06/11/2024 20:31:19,,Yes,No,6,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,06/11/2024 20:32:49,,Yes,No,1,
FATHIMA ZAHRA T P,fathimazahra@gmail.com,9512345704,06/11/2024 21:18:29,,No,No,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,06/11/2024 21:34:54,,Yes,No,4,"I will share with you like I share with my dairy.That is the only way I can share my feelings. 
Dear dairy
I always wanted to be talkative and friendly. Even if I am talkative to my friends right now it was hard for me I was really nervous.I can't talk to a stranger like my other friends do. I am so jealous. I can't even make an eye contact with anyone and also I really want a friend that I can always trust . Even though I have lot of friends but I don't know if I could trust them . Because in my previous school there was a friend I really loved her like I would give my whole world but suddenly she avoided me and I was depressed for months well it's in the past . I don't want to repeat my mistake again. 
There is one more thing 
If someone compliment me (except my family)I would not believe because I always think that they are saying a biggest lies. I kind of feels like everyone hates me,I am the most ugliest person in my class, comparing my self with body , pimples 
I don't know if this the right way to share with you guys but thank you i am really feeling better now 😊"
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,06/11/2024 21:35:51,,No,No,3,Feeling stressed but trying to manage 
AYSHA SANA P C,ayshasana@gmail.com,9512345696,06/11/2024 21:59:44,,Yes,Yes,3,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,06/11/2024 23:10:02,,Yes,No,3,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,07/11/2024 09:13:39,,Yes,No,4,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,07/11/2024 20:57:59,,Yes,No,4,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,07/11/2024 21:22:26,,Yes,No,3,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,07/11/2024 22:01:26,,Yes,No,3,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,07/11/2024 22:01:54,,Yes,No,1,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,07/11/2024 22:44:32,,Yes,No,6,I am very stressed!!! I haven’t prepared well for tomorrow’s exam so I am more scared 
FATHIMA ZAHRA T P,fathimazahra@gmail.com,9512345704,07/11/2024 23:17:58,,Yes,No,5,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,07/11/2024 23:20:07,,Yes,No,2,
FATHIMA ZAHRA T P,fathimazahra@gmail.com,9512345704,08/11/2024 21:05:50,,Yes,No,4,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,08/11/2024 21:05:52,,Yes,No,5,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,08/11/2024 21:13:51,,No,No,1,No
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,08/11/2024 21:38:54,,Yes,No,1,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,08/11/2024 21:43:08,,No,No,3,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,08/11/2024 22:07:42,,No,No,3,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,08/11/2024 22:08:20,,Yes,No,1,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,08/11/2024 22:53:33,,Yes,No,4,
FATHIMA ZAHRA T P,fathimazahra@gmail.com,9512345704,09/11/2024 21:05:05,,Yes,No,5,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,09/11/2024 21:06:22,,Yes,No,6,No
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,09/11/2024 21:21:20,,No,No,3,I really want to study but I don't want to.i want to be a topper but when I open my book my mind will say let's study that later. I don't know what to do 😭
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,09/11/2024 21:35:48,,No,No,6,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,09/11/2024 23:01:09,,No,No,6,
FATHIMA ZAHRA T P,fathimazahra@gmail.com,9512345704,09/11/2024 23:01:34,,No,No,6,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,10/11/2024 20:58:15,,Yes,No,5,Even though there is exam tomorrow for me but still I don't want to study whenever I look at the book I will feel sleepy. But you know I really want to change that personality of mine. I don't know what to do about it.
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,10/11/2024 21:36:03,,Yes,No,2,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,10/11/2024 21:54:03,,Yes,No,8,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,10/11/2024 22:26:23,,Yes,No,8,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,10/11/2024 22:26:46,,Yes,No,6,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,10/11/2024 22:56:40,,Yes,No,7,No
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,10/11/2024 23:29:04,,Yes,Yes,1,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,11/11/2024 21:32:57,,Yes,No,1,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,11/11/2024 21:36:47,,No,Yes,1,No
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,11/11/2024 21:48:47,,Yes,No,5,N
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,11/11/2024 21:56:45,,Yes,No,3,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,11/11/2024 22:21:57,,Yes,No,3,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,11/11/2024 22:22:34,,Yes,No,2,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,11/11/2024 22:23:54,,Yes,Yes,3,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,12/11/2024 22:05:09,,Yes,No,5,
FATHIMA ZAHRA T P,fathimazahra@gmail.com,9512345704,12/11/2024 22:14:07,,Yes,No,6,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,13/11/2024 00:22:12,,Yes,No,7,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,13/11/2024 08:58:29,,Yes,No,1,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,13/11/2024 21:29:44,,No,No,1,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,13/11/2024 21:52:39,,Yes,No,1,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,13/11/2024 22:14:25,,No,No,1,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,13/11/2024 22:15:40,,No,No,1,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,13/11/2024 22:30:58,,No,No,1,No
AYSHA SANA P C,ayshasana@gmail.com,9512345696,13/11/2024 23:25:37,,Yes,No,1,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,14/11/2024 21:27:39,,Yes,No,1,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,14/11/2024 21:28:18,,Yes,No,1,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,14/11/2024 22:43:06,,Yes,No,1,I am tensed about my exam results. I don’t think that I can satisfy my parents and teachers with my mark. I don’t know what to do. Anyway I tried my best but still…
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,14/11/2024 23:24:41,,No,No,3,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,15/11/2024 20:55:41,,Yes,No,1,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,15/11/2024 21:03:59,,Yes,No,1,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,15/11/2024 21:13:55,,Yes,No,1,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,15/11/2024 21:17:56,,Yes,No,1,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,16/11/2024 21:33:04,,Yes,No,1,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,16/11/2024 21:38:56,,Yes,No,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,16/11/2024 21:53:33,,Yes,No,2,"Well , I am really thankful for today's session. It was like I had really so much fun telling my inner feelings and so on.today was my worst day so when I talked everything I felt that എന്തോ ഒരു ഭാരം പോയത് പോലെ. I really appreciate 
Thank you 😊"
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,16/11/2024 22:23:56,,Yes,No,1,
AYISHA  HADIYA. T.K,ayisha@gmail.com,9512345703,16/11/2024 22:24:13,,Yes,No,1,No
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,17/11/2024 19:33:02,,Yes,No,1,I want to share that the interaction with megna miss was a good refreshment and encouraged me to do all these activities more.
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,17/11/2024 19:57:32,,Yes,No,5,"Dear dairy 
Yesterday I couldn't look at myself in the mirror,I couldn't make any eye contact or anything whenever I did that I would cry.But surprisingly today when I looked at the mirror and made an eye contact I was happy and I smiled at myself .How?Why?
Enth kond chila samayath mathram. I am so confused? 😕"
AYSHA SANA P C,ayshasana@gmail.com,9512345696,17/11/2024 21:35:09,,Yes,No,3,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,17/11/2024 21:53:18,,No,No,1,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,17/11/2024 22:09:34,,Yes,No,1,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,17/11/2024 22:10:37,,No,No,1,Today was a tired day as I came to a different country tbh I didn’t study. As the form is not submitting I choosed 1hr. 😌
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,18/11/2024 03:40:31,,Yes,No,1,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,18/11/2024 20:21:44,,No,No,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,18/11/2024 20:46:08,,Yes,Yes,4,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,18/11/2024 21:05:46,,No,No,1,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,18/11/2024 21:33:11,,No,No,7,
FATHIMA ZAHRA T P,fathimazahra@gmail.com,9512345704,18/11/2024 21:33:34,,Yes,No,3,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,18/11/2024 21:36:25,,Yes,No,1,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,18/11/2024 22:08:05,,No,No,1,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,19/11/2024 19:45:06,,Yes,No,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,19/11/2024 21:38:27,,Yes,No,4,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,19/11/2024 21:56:40,,Yes,No,3,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,19/11/2024 22:34:43,,Yes,No,1,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,19/11/2024 23:59:33,,Yes,No,1,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,19/11/2024 23:59:57,,Yes,No,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,20/11/2024 21:22:48,,Yes,No,4,"Dear dairy 
Today was the worst day ever. I didn't sleep at all to complete an assignment.but when submitted it wasn't the correct so I have to rewrite.Because of that I was so mood off I couldn't study at all. Well I can't blame anyone right?I should rewrite but I feel so sleepy 🥱 I don't want to do anything 😔"
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,20/11/2024 21:26:36,,Yes,No,1,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,20/11/2024 21:41:49,,Yes,No,1,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,20/11/2024 23:02:12,,No,No,5,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,20/11/2024 23:22:37,,No,No,5,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,20/11/2024 23:23:13,,Yes,No,3,Dear dairy I don't know why but I kind of feels emotionless after school.i don't want to do anything at all . I feel bored when  I look at the books or  watching some shorts and everything. 
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,21/11/2024 21:03:15,,Yes,No,1,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,21/11/2024 22:46:07,,Yes,No,1,
AYISHA  HADIYA. T.K,ayisha@gmail.com,9512345703,21/11/2024 22:46:31,,Yes,No,3,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,21/11/2024 23:06:23,,Yes,No,1,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,21/11/2024 23:09:23,,Yes,No,1,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,21/11/2024 23:19:51,,Yes,No,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,22/11/2024 21:01:21,,Yes,No,3,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,22/11/2024 21:08:01,,Yes,No,1,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,22/11/2024 22:54:36,,No,No,1,No
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,22/11/2024 23:10:41,,Yes,No,1,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,23/11/2024 02:18:35,,Yes,Yes,1,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,23/11/2024 20:56:00,,Yes,No,3,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,23/11/2024 21:01:55,,No,No,1,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,23/11/2024 22:17:24,,Yes,No,1,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,23/11/2024 22:17:56,,No,No,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,24/11/2024 00:27:38,,Yes,No,2,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,24/11/2024 21:00:46,,Yes,No,1,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,24/11/2024 21:47:17,,Yes,No,2,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,24/11/2024 21:59:07,,Yes,Yes,1,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,24/11/2024 22:32:46,,No,No,1,
AYISHA  HADIYA. T.K,ayisha@gmail.com,9512345703,24/11/2024 23:34:32,,Yes,No,2,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,24/11/2024 23:38:39,,Yes,No,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,25/11/2024 21:05:31,,Yes,No,3,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,25/11/2024 21:09:57,,No,No,7,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,25/11/2024 21:13:32,,No,No,7,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,25/11/2024 21:13:56,,Yes,No,3,
FATHIMA ZAHRA T P,fathimazahra@gmail.com,9512345704,25/11/2024 21:49:58,,Yes,No,4,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,25/11/2024 22:36:20,,Yes,No,4,"Dear dairy 
Why is it so annoying. My mother is always saying to change, it is kind of annoying 😡 well I know it is for my own good. But you know it is really annoying. Telling to change my tune of saying things, 
So annoying
#this was when I was arguing with my mother 😑 "
AYSHA SANA P C,ayshasana@gmail.com,9512345696,26/11/2024 20:26:37,,Yes,No,1,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,26/11/2024 20:43:07,,No,No,1,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,26/11/2024 21:13:24,,No,No,2,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,26/11/2024 23:25:33,,Yes,Yes,1,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,27/11/2024 23:39:30,,Yes,Yes,1,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,28/11/2024 21:13:00,,Yes,No,1,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,29/11/2024 02:42:34,,Yes,No,1,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,29/11/2024 20:04:27,,Yes,No,3,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,29/11/2024 21:01:35,,No,No,1,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,30/11/2024 00:43:25,,Yes,No,2,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,30/11/2024 21:07:00,,Yes,No,2,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,30/11/2024 21:43:54,,Yes,No,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,01/12/2024 01:26:41,,No,No,1,
FATHIMA ZAHRA T P,fathimazahra@gmail.com,9512345704,01/12/2024 21:02:45,,Yes,No,1,
AYISHA  HADIYA. T.K,ayisha@gmail.com,9512345703,01/12/2024 22:04:27,,Yes,No,1,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,01/12/2024 23:16:52,,Yes,No,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,02/12/2024 01:17:36,,No,No,4,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,02/12/2024 21:10:48,,No,No,2,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,02/12/2024 21:20:29,,Yes,No,4,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,02/12/2024 21:45:56,,No,No,6,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,02/12/2024 22:13:31,,No,No,6,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,02/12/2024 22:14:07,,No,No,1,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,03/12/2024 07:46:57,,Yes,No,2,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,03/12/2024 21:04:12,,Yes,No,2,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,03/12/2024 23:05:39,,Yes,Yes,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,03/12/2024 23:17:02,,No,No,3,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,04/12/2024 22:03:03,,Yes,No,3,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,04/12/2024 22:03:28,,Yes,No,3,
FATHIMA ZAHRA T P,fathimazahra@gmail.com,9512345704,04/12/2024 22:03:47,,Yes,No,4,
FATHIMA ZAHRA T P,fathimazahra@gmail.com,9512345704,04/12/2024 22:12:42,,Yes,No,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,05/12/2024 21:37:34,,No,No,3,
AYISHA  HADIYA. T.K,ayisha@gmail.com,9512345703,05/12/2024 21:38:28,,No,No,3,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,05/12/2024 21:43:36,,Yes,No,7,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,05/12/2024 22:24:25,,Yes,No,7,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,05/12/2024 22:24:52,,Yes,No,3,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,05/12/2024 23:15:34,,Yes,No,2,
DIYA SAFEEDA P K,diyasafeeda@gmail.com,9512345705,06/12/2024 20:33:23,,No,No,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,06/12/2024 21:23:51,,Yes,No,2,
AYISHA  HADIYA. T.K,ayisha@gmail.com,9512345703,06/12/2024 22:06:48,,No,No,3,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,06/12/2024 22:18:43,,Yes,No,2,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,06/12/2024 22:23:16,,Yes,No,1,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,06/12/2024 23:44:51,,No,No,2,
AYISHA  HADIYA. T.K,ayisha@gmail.com,9512345703,07/12/2024 21:43:34,,Yes,No,3,
MUHAMMED SHAROZ  P P,muhammedsharoz@gmail.com,9512345700,08/12/2024 21:10:42,,Yes,No,2,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,08/12/2024 21:11:58,,Yes,No,4,
AMINA HANIYA N K,aminahaniya@gmail.com,9512345698,08/12/2024 21:54:12,,Yes,No,1,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,08/12/2024 21:58:35,,Yes,No,2,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,08/12/2024 22:20:01,,Yes,No,8,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,08/12/2024 22:28:05,,Yes,No,8,
AYSHA SANA P C,ayshasana@gmail.com,9512345696,08/12/2024 22:28:23,,Yes,No,3,
SAFA ABDUL RAZAK PAZHEDATH,safaabdul@gmail.com,9512345699,09/12/2024 20:50:30,,Yes,No,4,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,09/12/2024 21:19:26,,Yes,No,6,
ADEELA SHAMEER. C.K,adeelashameer.@gmail.com,9512345702,09/12/2024 21:38:58,,Yes,No,6,
ADEEBA SHAMEER. C.K,adeebashameer.@gmail.com,9512345701,09/12/2024 21:39:22,,No,No,6,
